350
40 396
28 17 88086
28 10 137247
29 25 120951
17 4 170074
4 28 143742
18 8 133885
2 13 38096
12 11 296633
27 9 93732
14 12 78806
4 14 76715
16 3 142775
2 6 262230
29 4 211292
8 9 144646
23 19 84492
9 3 88877
11 29 246376
27 1 179107
25 22 180257
23 4 140368
17 6 177661
19 14 20839
18 9 68499
22 6 190994
21 22 197036
8 27 50914
17 8 60916
21 12 89874
24 17 194309
11 23 154174
7 6 267648
20 12 159332
3 20 97546
14 5 87636
19 13 141542
30 15 280375
22 2 233077
4 13 75617
10 12 199839
30 16 65139
14 13 152332
6 4 273540
16 27 120393
14 23 63653
30 24 249145
23 1 203415
8 13 164354
11 21 286644
15 16 215236
3 2 107265
27 22 157733
23 25 198638
15 11 307308
22 18 277844
26 14 141108
16 26 89325
8 14 96487
26 3 158128
29 9 192159
12 1 251807
25 24 114825
25 6 253954
30 1 206452
16 9 214125
29 10 69697
10 27 168124
9 5 193533
25 12 179751
17 12 174800
18 11 223012
16 2 195737
5 22 270955
3 19 3819
13 16 233833
15 18 105289
29 7 215965
7 25 95014
30 29 202666
11 10 244722
23 22 257188
13 12 207147
5 24 149916
15 28 235885
16 8 69479
9 15 173788
7 8 168452
10 21 109965
25 16 142917
21 23 185552
30 4 267609
7 27 117538
23 16 62102
30 7 270701
6 29 133003
17 14 157403
11 22 263415
26 30 154464
10 18 194466
4 11 215766
21 29 40268
14 25 134985
30 20 113977
12 6 182609
23 27 182495
6 20 246671
7 2 42194
18 25 97587
17 27 57209
1 16 141313
28 2 106221
1 17 121898
8 15 239174
28 13 144317
20 15 215575
1 18 202761
16 22 195086
7 21 176806
19 29 141328
2 12 169051
9 24 43617
7 19 108864
16 17 73030
16 28 127394
17 9 150941
23 15 153134
7 13 80290
22 15 261048
23 9 169550
24 4 99526
20 17 121868
8 11 198863
30 3 207914
1 29 206143
7 4 79715
8 26 44621
28 27 30877
25 3 117965
25 13 90916
9 21 153000
25 9 71208
21 14 121899
4 8 163779
26 12 191095
13 18 124983
8 20 118317
26 24 203388
13 26 186944
28 9 124609
10 13 281564
12 8 175293
17 23 135132
3 14 17020
17 25 79733
25 27 22524
27 29 98427
47 1000
13 23 69642
12 7 63229
45 46 60611
22 9 64814
5 42 95578
15 35 134668
6 2 79226
26 30 21670
27 31 128549
9 39 105323
26 39 80655
21 12 103208
37 1 67382
45 22 66924
16 24 49161
25 43 98972
28 34 178202
35 40 85810
32 45 54440
34 46 134769
15 45 88992
6 14 35844
14 24 47524
47 12 3911
4 32 63815
29 24 150899
23 43 20668
9 2 71551
21 10 48146
35 26 110092
45 9 57712
8 30 40702
32 44 52473
47 44 18649
17 39 112471
27 38 101027
8 32 46694
40 45 154340
36 26 8927
9 37 48246
4 31 131990
8 44 77451
24 30 69086
2 38 69484
3 9 111685
42 34 135205
2 37 23305
37 28 101864
6 32 38422
28 35 138940
6 13 81127
5 44 73642
35 5 141169
47 28 127211
21 6 100898
10 35 136245
23 27 78907
38 44 67494
13 28 113127
43 17 41832
39 25 80857
43 30 28740
31 3 135604
32 36 30323
24 7 73006
44 24 32337
39 30 73602
47 24 13688
9 5 4081
32 22 61542
16 10 100942
24 34 88234
3 36 91033
45 17 67806
27 6 77765
10 32 55331
46 2 87976
40 25 129407
1 28 140279
8 19 26257
3 2 44114
3 37 63439
30 47 55398
2 1 44077
29 40 225055
21 34 173843
32 20 8341
29 12 141122
17 29 138521
5 27 103041
1 22 132375
46 30 49237
5 29 84580
34 26 113442
7 16 70140
26 22 33880
33 47 54880
45 6 40273
3 34 127497
23 17 41567
6 22 58963
35 2 100240
23 28 78358
22 2 94289
40 33 171744
22 30 55550
10 37 64773
44 35 102230
17 36 43689
7 32 24529
40 10 147346
30 28 86430
41 32 28420
41 28 64002
28 5 99775
19 12 65932
33 30 110278
4 41 85516
37 13 93148
5 18 42308
27 14 87032
43 40 126850
25 45 107092
2 44 1990
12 27 57107
30 25 80292
25 15 91071
43 5 42085
3 39 78977
11 38 98891
8 20 38353
44 40 179715
21 26 75815
33 15 93160
44 46 85986
40 22 153660
11 23 131040
26 31 47232
7 43 10203
7 22 37013
8 17 51109
42 6 70302
42 7 86775
16 47 35473
16 1 96209
19 14 29574
10 42 117577
36 15 64875
33 29 192091
25 7 88769
8 39 87663
41 44 59177
27 32 86559
29 38 90728
37 45 63882
14 3 94609
24 23 77158
19 40 128521
37 33 94844
26 43 7070
8 11 150924
38 32 46213
36 35 119019
38 43 40071
14 26 28615
33 21 146610
5 12 88380
26 4 84758
10 15 46567
46 12 93929
20 33 104729
17 32 41805
21 42 159956
7 13 59177
47 3 60773
34 47 74546
6 5 53832
33 16 90353
34 6 124202
9 13 86978
26 17 34762
7 39 77522
43 35 103022
22 47 96331
45 2 83155
44 10 86088
16 35 141723
46 31 60659
9 41 31692
43 3 95442
19 11 124667
21 46 101866
34 37 84243
24 32 66150
12 42 64570
4 8 74528
12 9 84299
47 18 49983
25 22 119809
35 41 109334
21 15 94713
28 17 99522
2 30 38739
33 27 47806
1 18 77401
29 31 150991
41 1 105226
3 25 100757
33 34 129426
11 46 159459
45 4 88803
14 17 63377
46 15 83013
10 24 74510
42 11 180068
12 8 85394
42 24 74347
29 39 155415
8 42 108940
37 19 29879
2 19 53184
2 15 105048
14 38 55350
37 14 59453
10 12 92109
21 17 107892
20 17 33464
38 25 95558
20 6 38138
36 47 53524
7 14 25482
44 42 60627
18 33 104863
24 6 83368
25 28 129256
26 15 55948
32 23 23796
22 11 165772
13 39 77765
29 10 131428
20 47 60803
3 38 109618
47 27 53196
8 3 107404
3 7 85239
7 18 23952
31 8 64748
10 26 27669
15 19 63173
43 28 70314
15 39 125593
3 6 107189
13 5 91059
35 21 184391
13 4 81868
28 6 89843
39 45 84700
37 36 39765
25 16 98126
34 30 99677
14 40 149911
13 8 37012
46 17 62329
36 27 88444
8 22 51396
39 43 87725
1 35 56163
46 19 34792
25 26 91902
3 44 42124
16 3 96246
20 13 75365
43 18 34155
39 18 68187
43 10 33223
39 46 108222
32 43 34732
15 29 159707
32 13 83706
14 23 35947
28 18 91845
33 31 164563
17 4 105620
29 1 190373
4 37 62271
45 10 60713
20 43 26391
38 19 25776
12 18 46072
27 15 96540
20 41 20079
38 45 59779
17 35 144854
38 42 93564
10 8 8637
3 11 196533
35 32 137754
41 47 63209
31 20 66553
41 16 74031
7 26 3133
46 24 103706
20 29 116814
4 5 112042
15 44 103058
23 20 18469
13 29 159803
32 40 148958
10 18 54754
27 39 71400
31 42 136012
46 27 118840
16 30 61335
20 9 35805
9 4 107961
23 41 14356
20 39 79007
24 25 76341
34 25 137199
13 21 93795
2 5 75632
45 26 33044
6 15 81031
11 24 186746
13 35 164620
32 1 98540
7 17 37895
20 5 39886
10 6 52752
33 39 45708
25 44 58633
19 47 63410
13 3 120334
24 36 67212
19 5 27790
3 46 115939
42 27 7463
46 29 131326
28 16 138033
36 1 95541
30 17 49639
21 47 99297
45 19 34003
1 11 194628
15 9 84827
34 32 85780
18 16 66750
40 36 130223
12 25 66564
29 3 185865
38 8 52033
11 44 154409
37 8 56136
27 26 91273
12 4 26218
3 41 89130
14 46 56182
26 1 104468
42 20 102363
33 10 98464
22 43 26810
6 44 77236
13 10 45649
47 32 52462
9 23 30082
41 30 22428
25 35 43597
44 20 60814
10 25 119571
13 46 82095
19 32 20437
5 14 57364
37 22 70984
46 7 30700
36 8 27959
38 36 35662
23 33 118350
1 10 132137
30 18 5415
25 17 126664
22 21 108179
31 2 106235
27 18 65420
7 36 5794
1 12 56825
38 31 80233
5 36 37676
17 2 88378
26 24 76139
36 19 9886
40 13 175721
39 11 191262
4 16 57780
21 19 83040
20 40 140617
12 13 63472
13 17 88121
10 7 30802
15 4 112458
42 22 121803
23 12 59559
11 18 135051
45 33 121376
37 27 55401
34 15 165986
42 45 105098
2 21 115956
35 19 117317
33 22 151211
21 45 108859
45 30 48448
40 24 197435
20 11 136763
27 41 92031
45 43 40114
29 25 177807
46 9 58501
3 26 88372
18 26 27085
41 15 56204
47 38 86143
16 6 84033
23 22 47478
23 30 8072
1 43 111538
22 3 122252
6 1 84862
11 17 166654
18 29 124578
44 12 14738
13 26 56044
32 30 15724
42 32 94022
29 42 175813
5 32 48227
2 29 153870
23 2 46811
2 40 181705
22 4 118638
5 10 62684
12 33 58791
13 47 59561
20 10 46990
17 5 69777
38 37 46179
25 33 42337
47 5 91200
45 14 32660
7 5 31882
25 27 9457
29 27 183276
7 29 100626
31 24 123371
38 4 108450
45 28 97804
2 4 38966
31 45 80276
8 1 123500
4 25 74910
34 17 127585
11 41 132650
3 45 115150
27 1 22023
44 45 85145
10 17 59746
37 16 75437
2 10 88078
32 21 103477
39 22 114535
42 18 72883
2 13 76220
16 20 53952
15 17 89039
40 5 156311
22 17 68642
27 24 66884
3 23 86945
16 17 87416
37 47 39964
40 7 124429
25 2 56643
35 23 123690
2 33 71539
44 43 65489
37 6 55921
46 38 60568
12 3 56862
9 25 93491
34 19 106217
3 24 74461
6 11 109766
41 2 61167
27 8 110305
43 33 124401
39 41 81413
29 16 170766
9 26 30934
18 3 73458
34 40 234738
20 19 12096
20 35 129413
12 24 17599
36 42 80981
6 18 45902
5 41 35773
6 47 69680
18 37 10019
14 18 49434
11 13 187936
5 37 52327
11 43 138962
5 39 109404
39 36 71728
34 22 147322
47 14 33836
13 18 83129
30 31 67496
42 26 89908
10 19 34894
33 7 114198
4 39 13135
22 16 107153
28 44 123179
17 44 86388
25 46 119469
27 16 88669
1 7 101335
11 16 190715
21 7 78948
37 31 82930
37 21 112919
33 38 133907
4 35 118507
16 40 194569
9 18 38227
28 27 134725
25 21 161950
19 25 92861
6 35 115893
41 29 104517
28 9 95694
8 35 127608
45 16 100051
27 10 118942
45 41 33802
36 21 84742
15 32 83610
47 29 137211
1 34 127460
23 1 90888
24 8 83147
1 3 88191
39 10 79026
34 45 140220
47 39 18204
3 40 209668
45 5 61793
44 22 92299
21 27 152493
34 13 134107
41 33 118089
13 44 78210
20 14 41670
3 4 83080
36 12 57435
38 18 36160
16 42 96132
35 9 137088
31 1 150312
15 30 77139
18 31 72911
18 21 102900
22 24 110019
12 22 100242
5 16 93838
18 40 148381
22 10 60033
7 45 29911
42 33 40371
25 20 104357
11 37 145070
47 40 183747
7 9 27801
7 41 3891
14 29 103375
28 8 76115
47 17 94267
46 40 147347
40 37 158400
14 21 104430
14 22 62495
17 3 123134
1 20 106881
33 6 110645
43 42 96978
26 46 27567
42 4 72916
19 39 81614
15 18 71724
9 8 49966
20 45 46099
23 6 32415
31 14 75847
1 9 106057
9 16 89757
43 9 38004
24 21 112985
46 8 45083
37 25 64858
18 35 118474
33 13 114441
18 22 60965
22 27 125153
23 16 69407
44 36 61080
28 42 127262
21 30 97485
5 21 110830
33 1 54903
2 43 67479
26 5 35015
7 15 59081
2 36 63070
43 37 44174
47 11 173058
16 19 66048
16 44 54122
34 36 116103
47 8 81483
11 7 128759
11 10 159561
46 32 55229
38 1 108124
2 7 57276
34 35 180796
25 31 138006
41 13 55286
36 46 36494
18 25 74893
13 1 120297
11 31 179124
26 28 64760
16 34 40169
43 41 6312
32 14 50011
36 14 19688
19 13 63269
45 11 150039
31 7 50365
25 13 122214
29 23 111091
32 18 21139
13 31 101760
26 47 62451
23 5 34163
33 11 220411
23 8 32630
3 32 94597
35 22 76225
32 39 70666
28 36 73687
36 22 42807
38 21 108816
39 34 92750
44 9 69561
9 19 23709
9 29 88661
13 27 112757
11 14 145610
2 14 50495
34 20 94121
19 7 4092
19 31 54457
23 10 41267
19 3 89331
21 41 75057
36 9 33595
15 47 118399
6 25 72296
32 31 74894
9 27 98960
30 27 70835
26 19 7225
32 25 96016
43 34 120512
46 20 46888
26 8 19032
29 28 168519
39 23 81674
18 4 72290
1 15 103637
29 44 155860
33 4 32573
32 12 48551
12 6 73591
13 15 74942
41 40 120538
5 24 104888
37 29 134597
46 16 100840
14 15 84563
40 15 100779
5 34 134007
21 20 95136
4 14 56143
7 34 110309
36 25 82975
9 6 49751
20 28 84081
26 11 131892
35 12 110161
1 19 97261
21 3 160070
4 20 72156
7 20 16188
9 34 129926
14 28 93375
41 42 90666
4 1 83043
41 6 25841
38 26 33001
10 9 58603
14 41 29373
20 18 29480
12 30 51487
14 16 69309
43 19 14295
38 24 99831
23 34 107749
34 4 96853
17 12 90356
11 28 196652
43 14 35685
7 35 113225
5 8 54047
45 36 24117
20 15 75269
29 8 122791
42 13 120220
44 14 52485
26 12 66362
41 38 33759
9 24 100807
36 33 108404
6 38 51818
24 35 119938
44 23 44821
37 42 62864
6 8 44115
17 41 35520
21 8 56783
34 29 210935
42 3 102751
12 20 56892
20 26 19321
36 10 36596
36 31 56159
14 10 56284
35 45 143136
46 33 144898
30 37 15434
45 13 89088
38 15 86894
23 38 32149
38 9 2067
25 14 96489
36 41 9685
12 37 36053
24 43 83209
46 1 132035
28 15 38185
46 42 117475
16 32 45611
38 17 67763
38 20 37872
31 44 104245
16 43 80343
2 18 33324
9 33 131840
7 8 22165
44 21 117946
37 35 108455
47 9 87119
41 19 7983
34 38 130422
21 4 114037
36 43 15997
12 2 12748
18 19 19860
15 31 102678
28 10 84752
6 19 26042
23 46 41165
34 14 108382
40 4 204317
35 38 139155
24 41 76897
17 1 132455
46 43 20497
4 19 84252
19 33 116825
21 40 195492
39 14 52040
19 28 71985
17 27 120474
40 8 138709
21 31 121531
45 23 40376
35 29 213851
31 12 113594
8 14 47647
39 6 87884
11 35 225659
3 20 101427
47 4 22307
27 40 138864
5 33 135921
31 28 108375
8 18 46117
12 15 117796
22 41 33122
27 45 112561
40 1 141973
37 46 64671
2 32 54463
37 32 31158
21 16 134770
46 5 62582
25 47 62653
32 11 145104
27 7 88140
2 8 79441
3 28 153132
30 10 49339
38 16 91824
46 4 112325
35 46 123519
46 10 53720
39 31 127887
23 4 85777
30 3 78873
44 37 21315
38 30 30745
24 19 77098
34 18 94262
27 3 110214
42 19 90867
9 14 53283
17 18 55054
26 32 27662
35 39 124454
19 29 104718
45 12 70407
46 22 47307
26 29 103759
42 39 78863
40 39 201951
20 22 53201
38 10 60670
11 40 253188
39 16 53677
47 2 16659
44 4 40956
19 30 14445
27 35 53054
47 31 109683
37 26 37104
23 47 63470
8 15 37930
8 25 110934
15 11 185785
14 30 44019
30 44 36749
43 21 81369
30 4 77705
12 14 37764
47 46 90018
23 21 89413
28 38 97761
2 20 62804
34 44 85373
7 23 10465
22 15 89326
33 32 96388
5 22 68895
43 6 32153
4 24 8619
43 12 73432
34 8 132474
6 29 110988
25 42 1994
29 36 94832
24 1 74424
16 8 92305
28 4 149518
19 44 51194
12 40 187658
37 39 58168
13 22 88408
27 34 127742
16 36 75934
11 4 195365
32 29 125155
37 17 65073
30 13 77714
19 27 84048
35 47 106250
14 42 94495
38 40 154297
13 16 95034
31 17 48584
28 39 145415
38 5 6148
31 6 72315
44 33 73529
24 18 63671
27 20 94900
40 26 121296
34 11 229313
21 39 117501
31 10 73385
45 18 53863
27 44 68090
6 30 40487
27 11 187531
44 1 46067
40 23 134894
13 24 73249
46 41 26809
31 43 40162
39 38 104347
36 23 16259
30 11 129636
11 9 100958
33 3 115653
45 24 80184
2 39 34863
47 7 59318
36 30 24331
17 33 136446
43 8 24586
23 31 59424
27 4 75503
42 47 60659
42 35 45591
42 17 124670
37 41 37862
15 37 81743
41 12 67120
17 6 59845
45 47 66496
26 41 758
38 22 66881
28 33 131345
18 46 54652
10 41 26911
24 17 107955
39 1 78940
13 36 64971
23 15 69546
21 11 207707
8 45 52076
1 25 12566
28 2 125169
28 46 90811
21 28 132898
12 39 22115
21 9 106749
9 32 44146
30 42 78298
15 42 89077
15 24 121077
35 31 143184
5 25 97572
26 6 25083
7 4 81625
30 9 32812
30 40 142966
46 6 52650
7 28 67893
17 40 156058
42 9 91497
7 38 29868
31 34 160674
42 2 58637
23 18 13487
31 22 66972
16 2 52132
19 22 41105
4 29 159518
11 2 156399
24 2 30347
34 41 114200
12 16 39384
10 4 65891
41 18 27843
2 26 60409
45 1 119658
7 37 33971
22 28 97124
23 94
5 3 676601
18 23 451206
17 8 522284
6 14 392297
5 19 563694
16 2 502850
21 18 356180
23 6 110850
3 2 362205
1 9 291205
2 13 377541
19 22 298412
6 5 478589
23 19 361005
18 10 227150
17 1 479397
9 3 383558
21 22 200649
21 6 240690
6 15 157585
11 20 313522
10 22 368651
11 21 276050
18 3 431997
19 9 264154
6 19 250155
13 23 403528
7 16 518559
4 9 502833
4 12 432083
10 3 293605
3 20 355490
4 19 466939
6 11 453701
7 20 208461
5 4 783983
6 4 564775
16 23 423941
15 5 471124
16 5 165498
15 13 264562
22 15 337601
20 10 246158
10 2 157358
22 8 238368
5 14 556069
14 17 371371
20 12 226672
9 18 493488
9 16 466223
17 19 582328
21 19 265979
2 15 112979
12 8 301865
9 10 266338
4 23 617289
10 23 224056
22 9 241802
12 11 371718
22 20 278805
10 16 426297
2 19 205549
22 13 73039
2 12 137872
7 23 260145
4 15 407190
17 7 354260
8 9 238656
3 4 548865
4 18 589961
14 19 315659
15 7 303714
2 4 468388
8 15 276972
14 7 315206
13 20 351844
16 8 652262
4 7 477453
18 5 372598
7 5 605189
2 6 198389
9 15 310717
3 14 260640
23 21 129840
7 9 312146
5 10 496223
11 3 270694
8 3 380124
1 23 410555
11 13 256497
21 14 214646
6 9 153132
9 20 315666
6 10 113206
47 189
18 2 263572
9 38 282953
22 19 244785
47 35 214165
25 39 241914
17 32 391459
29 15 166576
14 15 96706
39 7 431764
8 26 307956
46 18 376180
29 36 295318
26 5 344236
39 5 346799
9 19 264063
15 27 196073
23 28 243079
7 24 391309
47 12 166818
36 4 107664
12 7 253198
3 10 207025
13 19 4381
32 7 327448
11 1 141542
13 15 65284
42 23 1745
18 42 220041
34 11 288587
33 4 248092
12 43 149668
18 43 259508
37 11 227247
13 28 208731
22 20 193022
13 16 262084
34 7 237580
31 20 200079
18 32 278883
27 31 225803
43 44 325825
28 4 303578
15 32 291968
14 17 396612
16 3 214928
24 16 300899
23 35 183033
5 2 192635
44 26 190928
41 9 354967
13 43 295229
25 18 44525
9 21 151558
11 8 212075
31 38 143745
45 46 258585
45 15 224391
24 6 341131
7 23 263432
31 23 119533
32 23 220562
34 32 428166
25 42 254607
29 33 167461
40 35 273144
28 5 265000
24 22 274713
14 39 220
30 15 253581
30 29 311159
41 38 339145
21 40 317980
47 26 357230
45 38 214776
23 46 317859
40 12 337505
28 26 79236
20 23 237092
8 46 418634
14 20 87566
37 18 303247
12 11 165126
7 30 270491
6 47 253480
40 37 217447
47 1 135595
16 43 236745
29 1 218847
36 28 195914
45 47 221599
5 31 141454
35 15 262923
8 21 151935
44 11 68668
43 4 397070
37 17 385220
4 46 131922
2 27 390612
24 30 145092
26 27 363810
6 43 298776
41 34 408009
14 44 298400
34 42 353051
32 20 301108
28 14 240153
21 29 300249
41 30 351897
39 13 40404
25 20 154128
47 40 284024
9 7 292131
24 32 336423
9 23 227117
1 20 228721
37 24 28817
19 34 397587
30 36 103902
1 26 335862
36 43 306879
14 4 237531
14 38 348870
47 39 417688
43 19 290848
27 7 452222
21 32 186875
8 7 292508
12 18 238231
9 18 231083
46 28 432350
39 21 291191
4 22 141867
26 17 235695
30 17 447791
18 24 332064
20 9 212300
11 40 297230
7 33 252319
13 14 40184
36 39 246605
22 27 301266
17 46 488756
10 25 178831
44 45 196513
19 39 36023
30 25 231497
47 30 330164
13 5 315157
27 47 498213
4 34 393541
38 35 207245
6 20 216123
36 25 174589
42 7 265177
4 37 272981
35 6 84747
34 5 373227
34 28 281880
14 42 326403
40 16 250428
17 15 421712
46 29 351129
31 19 251842
46 41 470108
39 31 239324
36 27 267063
34 18 307629
10 9 200386
39 46 294878
21 23 122859
22 33 143567
25 33 311855
42 41 328013
44 20 243041
10 27 271305
37 35 324937
21 18 215717
25 19 205891
15 33 279903
11 7 200713
7 4 292823
34 36 304141
1 10 130230
40 24 246264
22 31 75463
21 25 219175
12 5 249766
35 42 184778
12 37 287805
27 275
10 7 48660
5 17 77767
22 7 79189
23 7 136311
16 13 92664
5 20 173693
11 9 129502
27 9 144750
18 10 90332
11 13 37578
25 17 50738
20 26 164936
15 24 224332
9 16 6959
9 22 145367
19 2 62054
9 14 87773
17 3 173945
7 12 24096
24 11 45340
1 19 46611
5 8 186634
26 6 240614
10 24 60004
19 7 59033
18 24 130399
10 13 22914
7 14 34296
21 16 47587
9 23 183573
13 3 179182
7 9 122069
1 16 144117
17 24 60892
6 10 219844
26 1 106136
6 18 261048
16 18 156782
27 13 112021
19 18 100705
18 21 194030
3 26 222866
15 13 184592
24 19 49631
21 7 152358
1 9 151076
11 16 122543
5 16 172805
17 15 194544
5 9 179764
9 21 54546
13 9 99623
18 12 65768
16 8 156663
21 14 118062
19 11 4291
20 27 184145
4 24 269566
24 14 82479
1 12 60802
8 1 144217
8 22 117762
27 15 229719
13 18 67418
16 7 115110
3 2 204649
4 26 188387
14 10 27065
10 5 78655
24 20 155042
19 6 230217
13 2 28767
20 8 202834
7 15 207038
23 3 263132
20 18 166354
1 25 86088
17 11 15552
1 15 229894
19 10 10373
5 22 109184
25 15 149957
14 20 122103
21 13 129912
2 18 92885
15 26 228276
19 17 11261
25 6 228265
20 10 95038
25 12 32985
12 27 113671
7 13 25746
21 2 155379
21 15 139515
25 2 60102
27 6 278658
22 13 53443
21 17 146015
6 4 392567
1 17 37126
3 4 374819
21 3 134105
17 16 108767
1 22 66767
17 22 31417
15 4 375736
8 15 248591
1 23 173017
24 5 138659
16 2 118131
25 10 49850
26 27 159005
2 14 37317
17 20 95926
1 13 59152
16 3 86518
18 26 111102
12 24 72279
19 16 118252
3 27 224309
7 1 84898
4 12 197287
26 22 100427
4 11 236515
15 16 91928
11 20 109702
12 19 34937
23 24 184494
22 25 80379
2 11 66345
11 12 39228
17 12 25452
1 5 114893
10 4 221851
21 1 181365
4 16 288301
7 17 49548
14 8 135044
19 22 20156
2 27 140788
11 21 159791
5 2 108908
2 6 222397
8 10 107979
21 12 128262
22 10 30529
3 1 136819
26 25 78319
10 26 69898
8 19 97606
23 26 157549
4 18 263055
4 13 198937
23 25 118585
8 17 108867
6 13 196930
11 3 187721
7 11 63324
14 15 172742
9 25 64988
17 10 888
14 5 91991
9 19 125211
4 17 222739
8 4 329830
12 20 119602
16 23 176614
21 24 200541
10 12 24564
2 12 27117
24 9 170252
25 19 60223
18 17 91220
19 4 232224
13 14 11850
21 22 175656
19 21 155500
4 14 207487
22 24 61205
19 15 183283
6 15 273228
2 24 99396
8 3 243181
2 20 146719
8 13 130893
8 7 156639
27 18 179439
24 1 96242
11 8 101897
23 12 112215
18 5 147559
26 19 80271
15 5 264733
11 23 151443
26 16 136348
26 17 70786
5 25 114776
26 14 55534
21 10 145127
6 21 151922
20 9 167568
25 14 22785
10 3 173057
8 26 177877
23 22 167308
3 14 167332
9 10 114838
5 6 228879
25 11 64514
12 15 182942
12 16 91014
23 14 122415
2 15 210059
7 18 89864
19 27 78734
20 6 131335
5 7 57695
19 20 105411
20 4 316889
9 26 143307
8 12 132543
18 23 177983
5 26 127125
7 6 171184
11 26 84562
15 9 84969
9 12 97973
6 24 267559
10 2 51681
24 13 73929
5 23 194006
11 5 93319
13 23 113865
11 27 83025
22 15 163127
17 9 115726
14 18 75968
11 22 15865
20 1 131276
14 11 41729
4 23 309502
15 3 164528
6 1 256082
19 23 147152
14 6 205480
10 11 14664
1 14 63303
27 23 93237
4 27 310958
27 8 18872
23 6 307495
6 17 220732
27 21 126736
1 11 50902
2 26 18217
12 13 1650
4 22 252382
24 26 117613
3 5 251712
27 1 125345
19 5 89028
9 2 125090
25 24 105264
22 14 57594
22 3 203586
25 8 157829
3 18 243300
18 25 98753
25 3 144547
25 20 144888
14 16 80814
7 3 201628
23 2 139332
25 27 138957
25 13 34635
41 657
15 20 100173
13 21 106181
16 5 110303
26 8 249465
27 16 116783
28 18 62887
9 31 3029
15 31 72196
9 21 49780
12 11 111830
37 38 108688
4 40 126864
16 30 87287
18 20 26685
11 38 214291
6 35 123153
17 40 107315
14 20 92134
27 11 213414
18 11 107702
22 1 128281
12 15 69366
24 21 97445
22 15 75298
2 28 78487
25 27 160350
37 41 70303
17 2 51557
29 17 111166
4 12 134358
41 12 56520
18 21 75400
28 17 98844
33 41 124025
18 40 71358
34 26 101368
18 3 9688
17 12 31835
21 41 127798
19 21 119149
37 18 17905
39 19 84156
28 29 148322
39 1 64296
25 6 118173
25 1 162200
38 27 207049
36 24 170299
5 39 143117
28 13 625
12 9 29742
26 16 6356
6 14 44578
6 5 103320
39 33 103808
22 23 219754
28 27 126126
13 33 106348
22 25 61132
18 25 79917
24 8 204387
15 18 73488
21 3 85088
1 28 158690
18 31 28649
36 25 165908
22 21 42922
11 30 167012
36 27 141009
8 37 267123
8 13 284089
14 13 116031
26 5 110740
34 4 212851
28 21 105556
11 13 171218
36 10 176537
7 31 37061
34 31 97924
25 40 100012
31 17 64606
1 31 124452
27 24 112928
7 28 71299
11 15 181190
38 29 192024
12 24 67654
34 39 114051
37 21 57495
33 21 73728
2 3 25288
2 10 73274
31 12 32771
18 4 138480
27 7 97300
41 20 69653
22 33 104105
2 6 75940
2 30 113958
28 35 105070
35 8 294806
1 15 153848
14 1 116283
27 3 107156
5 17 138667
3 7 9856
26 12 8837
16 39 51478
3 39 41851
32 9 93232
40 5 42530
22 11 140180
16 9 36691
16 11 118773
14 19 109198
26 29 90150
3 20 36373
4 41 190878
13 5 53193
20 19 61004
19 5 71706
24 40 125986
33 6 131967
16 2 26686
10 30 146327
19 8 288499
34 5 153347
9 1 121423
10 40 80781
26 41 47683
4 38 215342
26 28 58172
39 18 40407
24 14 20618
32 15 59909
31 25 51245
20 36 145548
7 9 34032
6 12 64462
19 28 19138
40 11 179060
35 25 4980
32 40 81475
27 32 197563
20 27 122215
25 39 118676
5 2 129488
31 35 46265
28 20 80142
13 23 251779
12 20 30807
18 13 63512
23 36 85103
22 32 100090
4 3 139924
40 26 68210
8 21 276234
8 17 240222
9 25 54274
25 17 114953
36 19 162612
23 26 208681
35 14 140363
23 34 244150
7 14 73861
7 4 130068
9 24 97396
13 27 126751
7 19 52161
32 1 173776
14 41 69845
4 25 182419
19 26 39034
41 10 5276
20 26 21970
10 32 137140
9 17 61577
10 21 133074
33 14 137076
21 16 86471
17 36 146576
20 2 42285
23 20 230651
17 16 47028
19 23 247715
1 34 170174
35 1 167180
33 5 158291
17 15 94002
21 26 80115
9 11 133322
4 32 188263
30 21 151092
30 15 171846
36 14 184312
25 26 84609
40 33 115761
24 33 135159
27 22 112934
10 7 66086
19 33 86585
8 27 276079
21 11 183102
3 38 116277
26 9 30335
36 18 118863
41 15 113857
27 6 136888
14 38 133901
31 37 10744
21 27 155856
30 33 169985
27 19 145264
4 8 342729
29 6 89392
32 31 90203
23 3 205410
23 18 203966
36 29 204298
24 17 35819
2 19 59349
15 26 78203
10 13 91444
3 11 117390
1 18 95803
16 35 85985
36 16 129934
33 36 134021
37 13 64116
3 24 73220
17 14 56437
28 8 283464
38 12 110711
17 6 96297
10 27 156879
36 37 136768
25 23 158689
12 27 101590
41 17 88379
39 11 148109
8 11 323080
28 31 58805
27 4 227368
12 8 253340
16 23 215037
20 9 45494
30 9 101312
30 24 79832
2 21 91000
14 3 75137
31 2 44249
20 33 98312
15 19 117237
31 27 109105
5 36 113483
4 37 156385
15 16 84559
41 40 86057
37 7 26317
24 28 134663
30 6 126336
36 30 90467
41 1 112590
19 29 129184
16 38 117660
29 8 265893
32 30 147021
22 34 91624
2 4 129099
26 35 79629
1 30 175497
17 13 99469
41 22 84876
16 4 149551
4 29 198934
1 3 97247
34 25 102029
2 14 81049
21 34 48702
8 33 320845
39 9 66027
35 19 118663
